,rank,song_name,song_id,artist_name,artist_id,alb_name,alb_id
0,1,헤어져줘서 고마워,31901475,벤,655051,헤어져줘서 고마워,10302879
1,2,술이 문제야,31870517,장혜진,5675,술이 문제야,10297571
2,3,We don't talk together (Feat. 기리보이) (Prod. SUGA),31908033,헤이즈 (Heize),751611,We don't talk together,10303989
3,4,인사,31914848,멜로망스,839732,인사,10305070
4,5,니 소식,31788850,송하예,722098,니 소식,10283614
5,6,솔직하게 말해서 나,31854442,김나영,735094,솔직하게 말해서 나,10294763
6,7,사랑에 연습이 있었다면 (Prod. 2soo),31324607,임재현,2087273,사랑에 연습이 있었다면,10207131
7,8,Snapping,31879867,청하,968265,Flourishing,10299371
8,9,"Speechless (Full) (From ""Aladdin""/Soundtrack Version)",31815967,Naomi Scott,541364,Aladdin (Original Motion Picture Soundtrack),10288448
9,10,2002,31029291,Anne-Marie,870307,Speak Your Mind (Deluxe),10137250
10,11,bad guy,31701428,Billie Eilish,1239008,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",10267565
11,12,포장마차,31873020,황인욱,1865473,포장마차,10298014
12,13,너에게 못했던 내 마지막 말은,31804010,다비치,236815,너에게 못했던 내 마지막 말은,10286309
13,14,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),31853557,마크툽 (MAKTUB),566431,Red Moon : To You My Light,10294603
14,15,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),31737197,방탄소년단,672375,MAP OF THE SOUL : PERSONA,10273641
15,16,사랑이 식었다고 말해도 돼,31829536,먼데이 키즈 (Monday Kiz),175155,사랑이 식었다고 말해도 돼,10290621
16,17,서울 밤 (feat. 빈지노),31864770,어반자카파,420527,서울 밤,10296510
17,18,괜찮아도 괜찮아 (That's okay),31893681,디오 (D.O.),672853,괜찮아도 괜찮아 (That's okay) - SM STATION,10301811
18,19,비가 내리는 날에는,31899300,윤하 (YOUNHA),203912,STABLE MINDSET,10302609
19,20,주저하는 연인들을 위해,31666417,잔나비,772253,전설,10260858
20,21,"A Whole New World (From ""Aladdin""/Soundtrack Version)",31815962,Mena Massoud,2644426,Aladdin (Original Motion Picture Soundtrack),10288448
21,22,FANCY,31754579,TWICE (트와이스),905701,FANCY YOU,10276861
22,23,노래방에서,31684636,장범준,648551,장범준 3집,10264375
23,24,누구 없소 (NO ONE) (Feat. B.I of iKON),31841027,이하이,646171,24℃,10292330
24,25,그때가 좋았어,31524320,케이시 (Kassy),858125,그때가 좋았어,10237420
25,26,사계 (Four Seasons),31688205,태연 (TAEYEON),236797,사계 (Four Seasons),10265079
26,27,Goodbye,31777113,박효신,1191,Goodbye,10281385
27,28,짐살라빔 (Zimzalabim),31872859,Red Velvet (레드벨벳),780066,‘The ReVe Festival’ Day 1,10297980
28,29,사월이 지나면 우리 헤어져요 (Beautiful goodbye),31706215,첸 (CHEN),715176,"사월, 그리고 꽃 - The 1st Mini Album",10268441
