,rank,song_name,song_id,artist_name,artist_id,alb_name,alb_id
0,1,연애소설 (Feat. 아이유),30688500,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
1,2,선물,30514366,멜로망스,839732,Moonlight,10078176
2,3,빈차 (Feat. 오혁),30688502,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
3,4,썸 탈꺼야,30657307,볼빨간사춘기,792022,Red Diary Page.1,10100191
4,5,"노땡큐 (Feat. MINO, 사이먼 도미닉, 더콰이엇)",30688501,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
5,6,그리워하다,30672529,비투비,647971,Brother Act.,10102658
6,7,좋니,30486509,윤종신,437,LISTEN 010 좋니,10073513
7,8,시차 (We Are) (Feat. 로꼬 & GRAY),30613202,우원재,1866689,시차 (We Are),10093389
8,9,나의 사춘기에게,30657311,볼빨간사춘기,792022,Red Diary Page.1,10100191
9,10,그 사람을 아나요,30688990,임창정,1142,그 사람을 아나요,10105113
10,11,가을 아침,30636089,아이유,261143,꽃갈피 둘,10096855
11,12,가시나,30587846,선미,22938,SUNMI SPECIAL EDITION '가시나',10089089
12,13,Blue,30657308,볼빨간사춘기,792022,Red Diary Page.1,10100191
13,14,all of my life,30550388,박원,41499,0M,10083290
14,15,DNA,30637982,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
15,16,비도 오고 그래서 (Feat. 신용재),30492279,헤이즈 (Heize),751611,/// (너 먹구름 비),10074454
16,17,상실의 순기능 (Feat. 수현),30688504,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
17,18,잠 못 드는 밤 비는 내리고,30646585,아이유,261143,꽃갈피 둘,10096855
18,19,밤편지,30314784,아이유,261143,밤편지,10047890
19,20,매일 듣는 노래 (A Daily Song),30467550,황치열,205746,Be Ordinary,10070673
20,21,Shape of You,30188113,Ed Sheeran,549800,÷ (Deluxe),10028835
21,22,눈 떠보니 이별이더라,30690674,포맨 (4MEN),100176,REMEMBER ME,10105438
22,23,빨간 맛 (Red Flavor),30512671,Red Velvet (레드벨벳),780066,The Red Summer - Summer Mini Album,10077879
23,24,에너제틱 (Energetic),30568338,Wanna One (워너원),1865973,1X1=1(TO BE ONE),10085951
24,25,HERE COME THE REGRETS (Feat. 이하이),30688503,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
25,26,마지막처럼,30481578,BLACKPINK,995169,마지막처럼,10072696
26,27,사랑하지 않은 것처럼,30550293,버즈,160091,'Be One' - Buzz The 1st Mini Album,10083276
27,28,WHERE YOU AT,30661885,뉴이스트 W,1816966,"W, HERE",10100941
28,29,남이 될 수 있을까,30468654,볼빨간사춘기,792022,남이 될 수 있을까,10070846
29,30,봄날,30244931,방탄소년단,672375,YOU NEVER WALK ALONE,10037969
30,31,헤어질 수 밖에,30675647,김나영,735094,헤어질 수 밖에,10103242
31,32,문배동 단골집 (Feat. 크러쉬),30688509,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
32,33,이 별,30637776,길구봉구,500421,Star,10097064
33,34,널 너무 모르고,30492276,헤이즈 (Heize),751611,/// (너 먹구름 비),10074454
34,35,윤종신,,윤종신,437,건반 위의 하이에나,10100704
35,36,난 사람이 제일 무서워,30688499,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
36,37,고민보다 Go,30637988,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
37,38,어쩔 수 없지 뭐,30672400,하이라이트 (Highlight),1624993,CELEBRATE,10102644
38,39,고쳐주세요,30657309,볼빨간사춘기,792022,Red Diary Page.1,10100191
39,40,첫눈처럼 너에게 가겠다,30190630,에일리(Ailee),629831,도깨비 OST Part.9,10029181
40,41,처음부터 너와 나,30414090,볼빨간사춘기,792022,군주 - 가면의 주인 OST Part.2,10062351
41,42,개화(開花) (Feat. 김종완 of 넬),30688508,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
42,43,있다면,30543235,뉴이스트 W,1816966,NU'EST W '있다면',10082330
43,44,상상,30657310,볼빨간사춘기,792022,Red Diary Page.1,10100191
44,45,여보세요,4032981,뉴이스트,640891,THE SECOND MINI ALBUM '여보세요',2175137
45,46,N분의1 (Feat. 다이나믹듀오),30566061,넉살,672461,쇼미더머니 6 Episode 1,10085618
46,47,Artist,30519033,지코 (ZICO),602056,TELEVISION,10078915
47,48,베베 (BABE),30605241,현아,449401,Following,10091938
48,49,팔레트 (Feat. G-DRAGON),30378156,아이유,261143,Palette,10056666
49,50,나에게 넌,30663524,다비치,236815,나에게 넌,10101322
50,51,어른 즈음에,30688507,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
51,52,Best Of Me,30637983,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
52,53,"요즘것들 (Feat. ZICO, DEAN)",30566064,행주,340669,쇼미더머니 6 Episode 1,10085618
53,54,어디에도,8033528,엠씨더맥스 (M.C the MAX),161636,pathos,2664299
54,55,비밀의 화원,30646584,아이유,261143,꽃갈피 둘,10096855
55,56,BLEED,30688505,에픽하이 (EPIK HIGH),108356,WE'VE DONE SOMETHING WONDERFUL,10105030
56,57,오늘도 그리워 그리워,30680190,다비치,236815,당신이 잠든 사이에 OST Part.7,10104028
57,58,바람이 불었으면 좋겠어,4383833,길구봉구,500421,바람이 불었으면 좋겠어,2224353
58,59,밤이 되니까,30659630,펀치 (Punch),749640,밤이 되니까,10100577
59,60,"무제(無題) (Untitled, 2014)",30461396,G-DRAGON,6984,권지용,10069644
60,61,폰서트,30611680,10CM,468244,4.0,10093077
61,62,"Red Sun (Feat. ZICO, Swings)",30601121,행주,340669,쇼미더머니 6 Episode 4,10091285
62,63,Ko Ko Bop,30529996,EXO,724619,THE WAR - The 4th Album,10080589
63,64,피 땀 눈물,30029173,방탄소년단,672375,WINGS,10004707
64,65,오늘 취하면 (Feat. 창모) (Prod. SUGA),30390068,SURAN (수란),792765,WINE,10058598
65,66,MIC Drop,30637987,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
66,67,Marry Me,4786735,마크툽 (MAKTUB),566431,마크툽 프로젝트 Vol.03,2271467
67,68,짙어져,30667988,멜로망스,839732,Yellow OST Part.2,10101927
68,69,나만 안되는 연애,9620473,볼빨간사춘기,792022,Full Album RED PLANET,2707131
69,70,하루만,30661884,뉴이스트 W,1816966,"W, HERE",10100941
70,71,그림자,30660684,휘인 (Whee In),756533,Yellow OST Part.1,10100702
71,72,바보야 (With 이해리 of 다비치),30693104,스탠딩 에그,467880,바보야,10105896
72,73,REALLY REALLY,30341745,WINNER,775197,FATE NUMBER FOR,10051659
73,74,미로,30691729,김나영,735094,당신이 잠든 사이에 OST Part.8,10105643
74,75,보조개,30637984,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
75,76,좋다고 말해,30163110,볼빨간사춘기,792022,Full Album RED PLANET 'Hidden Track',10024816
76,77,Perhaps Love (사랑인가요) (Prod.By 박근태),30660281,에릭남 (Eric Nam),592049,Your BGM Vol.1,10100657
77,78,시간을 걸어서,30690673,포맨 (4MEN),100176,REMEMBER ME,10105438
78,79,I Love You Boy,30664017,수지,514741,당신이 잠든 사이에 OST Part.4,10101362
79,80,가을 안부,30669593,먼데이 키즈 (Monday Kiz),175155,가을 안부,10102177
80,81,Closer (Feat. Halsey),8287788,The Chainsmokers,713297,Collage EP,2700553
81,82,활활 (Burn It Up),30568337,Wanna One (워너원),1865973,1X1=1(TO BE ONE),10085951
82,83,Why Don't You Know (Feat. 넉살),30457690,청하,968265,Hands on Me,10068972
83,84,Pied Piper,30637985,방탄소년단,672375,LOVE YOURSELF 承 'Her',10097112
84,85,Power,30616684,EXO,724619,The Power of Music - The 4th Album Repackage,10093773
