,rank,song_name,song_id,artist_name,artist_id,alb_name,alb_id
0,1,워커홀릭,32038651,볼빨간사춘기,792022,Two Five,10327581
1,2,안녕,31984204,폴킴,752425,호텔 델루나 OST Part.10,10317137
2,3,가을밤 떠난 너,32031043,케이시 (Kassy),858125,Rewind,10325945
3,4,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),31853557,마크툽 (MAKTUB),566431,Red Moon : To You My Light,10294603
4,5,헤어지자 (Prod. 정키),32028531,휘인 (Whee In),756533,soar,10325421
5,6,기억해줘요 내 모든 날과 그때를,31967064,거미,30358,호텔 델루나 OST Part.7,10314289
6,7,시든 꽃에 물을 주듯,31703498,HYNN (박혜원),1229685,시든 꽃에 물을 주듯,10267986
7,8,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,32003395,장범준,648551,멜로가 체질 OST Part 3,10320500
8,9,가끔 이러다,32048693,펀치 (Punch),749640,가끔 이러다,10329447
9,10,포장마차,31873020,황인욱,1865473,포장마차,10298014
10,11,니 소식,31788850,송하예,722098,니 소식,10283614
11,12,그대라는 시,31938460,태연 (TAEYEON),236797,호텔 델루나 OST Part.3,10309213
12,13,술이 문제야,31870517,장혜진,5675,술이 문제야,10297571
13,14,Done For Me,31993173,펀치 (Punch),749640,호텔 델루나 OST Part.12,10318623
14,15,2002,31029291,Anne-Marie,870307,Speak Your Mind (Deluxe),10137250
15,16,사랑이란 멜로는 없어,32034629,전상근,979724,사랑이란 멜로는 없어,10326710
16,17,사랑에 연습이 있었다면 (Prod. 2soo),31324607,임재현,2087273,사랑에 연습이 있었다면,10207131
17,18,내 목소리 들리니,31983112,벤,655051,호텔 델루나 OST Part.9,10316828
18,19,날라리 (LALALAY),32012356,선미,22938,날라리 (LALALAY),10322222
19,20,사랑이 식었다고 말해도 돼,31829536,먼데이 키즈 (Monday Kiz),175155,사랑이 식었다고 말해도 돼,10290621
20,21,헤어져줘서 고마워,31901475,벤,655051,헤어져줘서 고마워,10302879
