,rank,song_name,song_id,artist_name,artist_id,alb_name,alb_id
0,1,널 너무 모르고,30492276,헤이즈 (Heize),751611,/// (너 먹구름 비),10074454
1,2,나로 말할 것 같으면 (Yes I am),30488202,마마무 (Mamamoo),750053,Purple,10073791
2,3,남이 될 수 있을까,30468654,볼빨간사춘기,792022,남이 될 수 있을까,10070846
3,4,마지막처럼,30481578,BLACKPINK,995169,마지막처럼,10072696
4,5,"무제(無題) (Untitled, 2014)",30461396,G-DRAGON,6984,권지용,10069644
5,6,처음부터 너와 나,30414090,볼빨간사춘기,792022,군주 - 가면의 주인 OST Part.2,10062351
6,7,Shape of You,30188113,Ed Sheeran,549800,÷ (Deluxe),10028835
7,8,FIVE,30492606,Apink (에이핑크),534360,Pink UP,10074500
8,9,New Face,30403590,싸이 (PSY),3865,PSY 8th 4X2=8,10060647
9,10,SIGNAL,30413326,TWICE (트와이스),905701,SIGNAL,10062172
10,11,오늘 취하면 (Feat. 창모) (Prod. SUGA),30390068,SURAN (수란),792765,WINE,10058598
11,12,매일 듣는 노래 (A Daily Song),30467550,황치열,205746,Be Ordinary,10070673
12,13,I LUV IT,30403589,싸이 (PSY),3865,PSY 8th 4X2=8,10060647
13,14,비도 오고 그래서 (Feat. 신용재),30492279,헤이즈 (Heize),751611,/// (너 먹구름 비),10074454
14,15,팔레트 (Feat. G-DRAGON),30378156,아이유,261143,Palette,10056666
15,16,NEVER,30453635,국민의 아들,1758625,PRODUCE 101 - 35 Boys 5 Concepts,10068359
16,17,REALLY REALLY,30341745,WINNER,775197,FATE NUMBER FOR,10051659
17,18,미치고 싶다,30399360,한동근,711476,한동근 1ST ALBUM 'Your Diary',10059997
18,19,LONELY,30447547,씨스타,473181,LONELY,10067347
19,20,맞지?,30408193,언니쓰,990909,언니들의 슬램덩크 시즌 2,10061398
20,21,밤편지,30314784,아이유,261143,밤편지,10047890
21,22,BLUE MOON (Prod. GroovyRoom),30367365,효린,573812,BLUE MOON,10055259
22,23,첫눈처럼 너에게 가겠다,30190630,에일리(Ailee),629831,도깨비 OST Part.9,10029181
23,24,Marry Me,4786735,마크툽 (MAKTUB),566431,마크툽 프로젝트 Vol.03,2271467
24,25,사랑이 잘 (With 오혁),30349593,아이유,261143,사랑이 잘,10052968
25,26,Why Don't You Know (Feat. 넉살),30457690,청하,968265,Hands on Me,10068972
26,27,개소리 (BULLSHIT),30461394,G-DRAGON,6984,권지용,10069644
27,28,사랑앓이 (With 김나영),30440430,FTISLAND (FT아일랜드),226490,FTISLAND 10th Anniversary Special Digital Single,10066219
28,29,좋다고 말해,30163110,볼빨간사춘기,792022,Full Album RED PLANET 'Hidden Track',10024816
29,30,TOMBOY,30383949,혁오 (HYUKOH),785589,23,10057570
30,31,KNOCK KNOCK,30261007,TWICE (트와이스),905701,TWICEcoaster : LANE 2,10040060
31,32,먹구름 (Feat. nafla),30492277,헤이즈 (Heize),751611,/// (너 먹구름 비),10074454
32,33,아름다워,8276709,창모 (CHANGMO),774900,돈 벌 시간 2,2698920
33,34,"아재개그 (Narr. 김대희, 김준호)",30488205,마마무 (Mamamoo),750053,Purple,10073791
34,35,나만 안되는 연애,9620473,볼빨간사춘기,792022,Full Album RED PLANET,2707131
35,36,우주를 줄게,9620469,볼빨간사춘기,792022,Full Album RED PLANET,2707131
36,37,Oh Little Girl,30453634,슬레이트,1758624,PRODUCE 101 - 35 Boys 5 Concepts,10068359
37,38,여보세요,4032981,뉴이스트,640891,THE SECOND MINI ALBUM '여보세요',2175137
38,39,CALLING YOU,30442480,하이라이트 (Highlight),1624993,CALLING YOU,10066561
39,40,부담이 돼 (Feat. 휘인 Of 마마무),30290011,정키,570731,EMPTY,10043982
40,41,오빠야,5605860,신현희와김루트,724318,신현희와김루트,2306170
41,42,불장난,30069773,BLACKPINK,995169,SQUARE TWO,10011491
42,43,봄날,30244931,방탄소년단,672375,YOU NEVER WALK ALONE,10037969
43,44,SUPER STAR,30461395,G-DRAGON,6984,권지용,10069644
44,45,"All I Wanna Do (K) (Feat. Hoody, Loco)",30049271,박재범,443420,EVERYTHING YOU WANTED,10008163
45,46,Closer (Feat. Halsey),8287788,The Chainsmokers,713297,Collage EP,2700553
46,47,Seoul (Feat. Killagramz),30497189,이효리,1713,BLACK,10075131
47,48,Hands on me,30478321,PRODUCE 101,926037,PRODUCE 101 - FINAL,10072182
48,49,너였다면,8203900,정승환,792091,또 오해영 OST Part.5,2687963
49,50,열어줘,30453633,Knock,1758623,PRODUCE 101 - 35 Boys 5 Concepts,10068359
50,51,얼굴 찌푸리지 말아요,30310862,하이라이트 (Highlight),1624993,CAN YOU FEEL IT?,10044814
51,52,지나쳐 (Feat. DEAN),30428511,로꼬,688432,BLEACHED,10064496
52,53,Love Yourself,7931286,Justin Bieber,420621,Purpose (Deluxe),2337419
53,54,Decalcomanie (데칼코마니),30079086,마마무 (Mamamoo),750053,MEMORY,10012900
54,55,나야 나 (PICK ME),30294022,PRODUCE 101,926037,PRODUCE 101 - 나야 나 (PICK ME),10044713
55,56,그대라는 사치,9614761,한동근,711476,The 3rd Digital Single '그대라는 사치',2706226
56,57,심술,8155478,볼빨간사춘기,792022,Half Album RED ICKLE,2680986
57,58,마에스트로 (Maestro),8276708,창모 (CHANGMO),774900,돈 벌 시간 2,2698920
58,59,TT,30054344,TWICE (트와이스),905701,TWICEcoaster : LANE 1,10008861
59,60,오랜 날 오랜 밤,30181278,AKMU (악뮤),712452,사춘기 하 (思春記 下),10027786
60,61,어디에도,8033528,엠씨더맥스 (M.C the MAX),161636,pathos,2664299
