,rank,song_name,song_id,artist_name,artist_id,alb_name,alb_id
0,1,사계 (Four Seasons),31688205,태연 (TAEYEON),236797,사계 (Four Seasons),10265079
1,2,당신과는 천천히,31684634,장범준,648551,장범준 3집,10264375
2,3,그건 아마 우리의 잘못은 아닐 거야,31674786,백예린 (Yerin Baek),698776,Our love is great,10262378
3,4,옥탑방 (Rooftop),31532656,엔플라잉 (N.Flying),861430,FLY HIGH PROJECT #2 '옥탑방',10238711
4,5,술이 달다 (Feat. Crush),31658897,에픽하이 (EPIK HIGH),108356,sleepless in __________,10259609
5,6,봄 (feat. 산다라박),31663597,박봄 (Park Bom),439341,Spring,10260433
6,7,그때가 좋았어,31524320,케이시 (Kassy),858125,그때가 좋았어,10237420
7,8,고고베베 (gogobebe),31668491,마마무 (Mamamoo),750053,White Wind,10261306
8,9,달라달라,31606729,ITZY (있지),2622030,IT'z Different,10250473
9,10,SHE'S FINE,31677966,헤이즈 (Heize),751611,She's Fine,10263118
10,11,노래방에서,31684636,장범준,648551,장범준 3집,10264375
11,12,멍청이(twit),31608765,화사 (Hwa Sa),756531,멍청이(twit),10250874
12,13,주저하는 연인들을 위해,31666417,잔나비,772253,전설,10260858
13,14,이 노래가 클럽에서 나온다면,31576009,우디 (Woody),673033,이 노래가 클럽에서 나온다면,10245121
14,15,넘쳐흘러,31532643,엠씨더맥스 (M.C the MAX),161636,Circular,10238710
15,16,벌써 12시,31532438,청하,968265,벌써 12시,10238683
16,17,그러나,31652857,10CM,468244,4.3,10258451
17,18,야간비행 (魔女の花),31674785,백예린 (Yerin Baek),698776,Our love is great,10262378
18,19,신청곡 (Feat. SUGA of BTS),31571110,이소라,983,신청곡 (Feat. SUGA of BTS),10244499
19,20,너를 만나,31388145,폴킴,752425,너를 만나,10217134
20,21,너도 그냥 날 놓아주면 돼,31455159,윤건,14801,너도 그냥 날 놓아주면 돼,10227145
21,22,"모든 날, 모든 순간 (Every day, Every Moment)",30962526,폴킴,752425,'키스 먼저 할까요?' OST Part.3,10149492
22,23,사계 (하루살이),31532642,엠씨더맥스 (M.C the MAX),161636,Circular,10238710
23,24,신용재,31406357,하은 (포맨),2297933,신용재,10219644
24,25,띵 (Prod. By 기리보이),31554317,Jvcki Wai,982316,Dingo X Indigo Music,10241866
25,26,초록빛,31565593,폴킴,752425,초록빛,10243480
26,27,여자친구,31652482,하은요셉,2633192,여자친구,10258349
27,28,180도,31477685,벤,655051,180˚,10230497
28,29,진심이 담긴 노래 (True Song),31699965,케이시 (Kassy),858125,진심이 담긴 노래 (True Song),10267222
29,30,눈 (Prod. 기리보이),31671295,Lil tachi,2635189,고등래퍼3 팀대항전 Part 1,10261773
30,31,내 생에 아름다운,31373277,케이윌,175139,뷰티 인사이드 OST Part.4,10214874
31,32,SOLO,31417871,제니 (JENNIE),995173,SOLO,10221424
32,33,이별하러 가는 길,31304766,임한별,471741,이별하러 가는 길,10203965
33,34,Way Back Home,31151836,숀 (SHAUN),510242,Take,10179508
34,35,Blue,31688204,태연 (TAEYEON),236797,사계 (Four Seasons),10265079
35,36,혼자,31674782,거미,30358,혼자,10262376
36,37,YES or YES,31403163,TWICE (트와이스),905701,YES or YES,10219298
37,38,일산으로,31684635,장범준,648551,장범준 3집,10264375
38,39,그러니까 (Feat. Colde),31677967,헤이즈 (Heize),751611,She's Fine,10263118
39,40,7 rings,31567235,Ariana Grande,597451,7 rings,10243766
40,41,아낙네,31448480,MINO (송민호),742773,XX,10226163
41,42,2002,31029291,Anne-Marie,870307,Speak Your Mind (Deluxe),10137250
42,43,고백,31356458,양다일,695994,고백,10212203
43,44,미운 날,31629490,닐로(Nilo),896096,29,10254316
44,45,"thank u, next (Explicit Ver.)",31402611,Ariana Grande,597451,"thank u, next (Explicit Ver.)",10219179
45,46,Senorita,31635202,(여자)아이들,2137482,I made,10255272
46,47,흔한 이별,31453551,허각,28801,흔한 이별,10226943
47,48,삐삐,31346009,아이유,261143,삐삐,10210535
48,49,봄날,30244931,방탄소년단,672375,YOU NEVER WALK ALONE,10037969
49,50,벚꽃 엔딩,3753304,버스커 버스커,569233,버스커 버스커 1집,2097226
50,51,그모습 그대로,31684637,장범준,648551,장범준 3집,10264375
51,52,IDOL,31266290,방탄소년단,672375,LOVE YOURSELF 結 'Answer',10197480
52,53,지나오다,30699142,닐로(Nilo),896096,About You,10106853
53,54,너는 어땠을까,31403156,노을,105623,별,10219296
