,rank,song_name,song_id,artist_name,artist_id,alb_name,alb_id
0,1,술이 문제야,31870517,장혜진,5675,술이 문제야,10297571
1,2,헤어져줘서 고마워,31901475,벤,655051,헤어져줘서 고마워,10302879
2,3,니 소식,31788850,송하예,722098,니 소식,10283614
3,4,솔직하게 말해서 나,31854442,김나영,735094,솔직하게 말해서 나,10294763
4,5,Snapping,31879867,청하,968265,Flourishing,10299371
5,6,사랑에 연습이 있었다면 (Prod. 2soo),31324607,임재현,2087273,사랑에 연습이 있었다면,10207131
6,7,2002,31029291,Anne-Marie,870307,Speak Your Mind (Deluxe),10137250
7,8,"Speechless (Full) (From ""Aladdin""/Soundtrack Version)",31815967,Naomi Scott,541364,Aladdin (Original Motion Picture Soundtrack),10288448
8,9,너에게 못했던 내 마지막 말은,31804010,다비치,236815,너에게 못했던 내 마지막 말은,10286309
9,10,bad guy,31701428,Billie Eilish,1239008,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",10267565
10,11,포장마차,31873020,황인욱,1865473,포장마차,10298014
11,12,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),31737197,방탄소년단,672375,MAP OF THE SOUL : PERSONA,10273641
12,13,사랑이 식었다고 말해도 돼,31829536,먼데이 키즈 (Monday Kiz),175155,사랑이 식었다고 말해도 돼,10290621
13,14,괜찮아도 괜찮아 (That's okay),31893681,디오 (D.O.),672853,괜찮아도 괜찮아 (That's okay) - SM STATION,10301811
14,15,서울 밤 (feat. 빈지노),31864770,어반자카파,420527,서울 밤,10296510
15,16,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),31853557,마크툽 (MAKTUB),566431,Red Moon : To You My Light,10294603
16,17,누구 없소 (NO ONE) (Feat. B.I of iKON),31841027,이하이,646171,24℃,10292330
17,18,짐살라빔 (Zimzalabim),31872859,Red Velvet (레드벨벳),780066,‘The ReVe Festival’ Day 1,10297980
18,19,주저하는 연인들을 위해,31666417,잔나비,772253,전설,10260858
